fraudulent_provider,female,tot_suplrs_standard_deviation,tot_suplrs_mean,tot_suplrs_sum,tot_suplr_benes_standard_deviation,tot_suplr_benes_mean,tot_suplr_benes_sum,tot_suplr_clms_standard_deviation,tot_suplr_clms_mean,tot_suplr_clms_sum,tot_suplr_srvcs_standard_deviation,tot_suplr_srvcs_mean,tot_suplr_srvcs_sum,avg_suplr_sbmtd_chrg_standard_deviation,avg_suplr_sbmtd_chrg_mean,avg_suplr_sbmtd_chrg_sum,avg_suplr_mdcr_pymt_amt_standard_deviation,avg_suplr_mdcr_pymt_amt_mean,avg_suplr_mdcr_pymt_amt_sum,bene_unique_cnt_mean,bene_unique_cnt_sum,bene_unique_cnt_standard_deviation,line_svc_cnt_mean,line_svc_cnt_sum,line_svc_cnt_standard_deviation,bene_day_srvc_cnt_mean,bene_day_srvc_cnt_sum,bene_day_srvc_cnt_standard_deviation,average_submitted_chrg_amt_mean,average_submitted_chrg_amt_sum,average_submitted_chrg_amt_standard_deviation,average_medicare_payment_amt_mean,average_medicare_payment_amt_sum,average_medicare_payment_amt_standard_deviation,total_claim_count_mean,total_claim_count_sum,total_claim_count_standard_deviation,total_30_day_fill_count_mean,total_30_day_fill_count_sum,total_30_day_fill_count_standard_deviation,total_day_supply_mean,total_day_supply_sum,total_day_supply_standard_deviation,total_drug_cost_mean,total_drug_cost_sum,total_drug_cost_standard_deviation,bene_count_mean,bene_count_sum,bene_count_standard_deviation
0,1,0,12,12,0,12,12,0,26,26,0,76,76,0.0,60.86802632,60.86802632,0.0,23.74486842,23.74486842,25,737,20,45,1309,50,45,1309,50,117.2233775,3399.477947,60.20023286,51.80027256,1502.207904,29.67334834,50,28980,69,91.25026362,51921.4,127.0098107,2629,1496080,3839,1976.395536,1124569.06,4011.421052,19,10979,22
0,0,0,2,2,0,5,5,0,12,12,0,12,12,0.0,383.6966667,383.6966667,0.0,57.62833333,57.62833333,148,27526,338,232,42983,501,229,42528,502,329.4176524,60942.26569,382.8944301,80.10645504,14819.69418,87.26333711,91,40226,113,163.8813212,71943.9,214.3723966,4824,2117874,6406,3582.355285,1572653.97,9601.219929,23,10195,30
0,0,0,2,28,0,5,60,21,40,489,4510,3894,46734,11.56361389,11.17005916,134.04071,7.296086029,6.495647126,77.94776551,58,704,45,88,1066,63,88,1066,63,182.3948667,2188.7384,83.59880507,72.4578191,869.4938292,39.94059935,47,3179,40,101.1402985,6776.4,97.09262691,3015,202027,2903,10039.15448,672623.35,23263.45766,14,941,13
0,0,3,6,146,4,7,184,25,46,1115,5283,6421,154125,2.953416071,2.965335465,71.16805117,1.694104316,1.506672465,36.16013916,358,55547,432,690,107011,1108,677,105006,1110,105.3622392,16331.14708,90.44732805,70.52006367,10930.60987,59.45490796,89,19340,120,184.3231481,39813.8,328.1117579,4781,1032809,10016,6694.99287,1446118.46,8752.386386,40,8837,46
0,1,3,5,83,4,7,112,9,18,300,956,369,5913,195.6322494,133.2323459,2131.717534,47.08609607,31.8738207,509.9811312,55,1656,56,96,2893,146,96,2893,146,173.8484553,5215.453658,108.9459578,44.81498103,1344.449431,28.00204756,32,12880,29,41.29975124,16602.5,38.86662949,1176,473134,1157,1301.913134,523369.08,2584.211189,9,3843,8
0,0,1,3,151,6,7,338,34,32,1446,496,117,5186,114.5134652,108.393988,4769.335472,19.75155619,20.78732196,914.6421663,51,3260,54,132,8319,204,132,8319,204,225.4185598,14201.36927,90.2564009,81.58000656,5139.540413,34.75392037,50,44700,65,51.46505073,45649.5,66.36011541,1360,1206507,1872,2146.643653,1904072.92,3828.89896,10,9638,11
0,1,2,4,18,3,6,27,8,16,65,367,223,892,30.97804255,36.49249489,145.9699796,2.8784716,3.933864621,15.73545849,58,1231,60,82,1736,98,82,1736,98,161.6563555,3394.783466,74.95832433,43.21859597,907.5905154,24.81657205,25,3710,17,43.60839161,6236.0,40.96657087,1151,164608,1291,812.9895804,116257.51,1613.211518,13,1872,9
0,0,2,4,28,3,6,43,6,15,105,25,28,201,35.79487368,39.82929132,278.8050393,23.00015133,12.93604589,90.55232126,23,768,8,39,1300,25,39,1300,25,195.8659944,6463.577816,48.83378463,94.17893162,3107.904744,44.92296874,24,8019,19,35.15987654,11391.8,30.93638927,1026,332532,889,1160.991728,376161.32,4749.765441,6,2197,5
0,0,0,1,8,0,5,25,5,14,74,5,14,74,75.11778147,122.5452727,612.7263636,15.78336565,31.81453377,159.0726688,73,1171,58,108,1743,121,108,1741,121,312.0,4992.0,231.1726627,103.1784756,1650.85561,44.57787264,14,102,2,14.57142857,102.0,2.507132682,361,2533,147,128.3985714,898.79,62.7255587,8,58,4
0,0,1,2,194,1,5,366,5,16,1113,1626,928,62240,141.2032665,39.71704032,2661.041701,75.80196971,21.45979272,1437.806112,61,6744,89,80,8909,140,80,8907,140,738.5210048,81237.31053,905.4501553,218.0036148,23980.39763,237.1394883,30,3011,35,35.07142857,3437.0,38.80728224,632,62006,850,1354.249286,132716.43,3119.618816,15,1517,23
0,1,1,2,21,0,5,45,10,21,197,10,21,197,352.6071985,329.3688754,2964.319879,17.68888566,35.03578548,315.3220693,47,523,28,99,1095,76,99,1095,76,404.0457448,4444.503193,136.8741611,127.3398395,1400.738235,44.26638194,15,190,4,20.75,249.0,7.374711088,622,7470,221,27616.1025,331393.23,68787.1893,5,60,0
0,1,1,2,10,3,6,27,8,17,69,41,34,138,61.63674862,55.53613542,222.1445417,15.61608454,10.64655208,42.58620833,38,457,32,69,834,76,62,746,79,67.38089831,808.5707797,55.0553351,26.01052353,312.1262823,23.81593206,25,3850,18,46.83154362,6977.9,40.21004495,1325,197526,1253,1302.071208,194008.61,3148.408443,8,1266,6
0,0,1,1,20,0,5,55,2,14,155,6,15,173,114.2493397,148.1812716,1629.993987,32.58155925,53.61079796,589.7187775,106,6312,123,167,9866,229,149,8807,183,188.0350617,11094.06864,122.2873366,79.09360519,4666.522706,47.76073958,20,1126,7,20.98703704,1133.3,7.977422062,414,22391,260,293.0844444,15826.56,679.9910751,20,1097,8
0,1,2,3,52,0,5,80,11,21,350,1653,1074,17198,296.0512676,150.9252185,2414.803497,92.61179929,44.47681301,711.6290082,63,2418,40,547,20794,845,154,5865,194,88.859147,3376.647586,94.29341099,33.39714244,1269.091413,35.67269824,27,1193,18,35.09545455,1544.2,28.10126997,980,43146,855,3397.796136,149503.03,3910.043092,8,391,5
0,1,0,1,1,0,5,5,0,14,14,0,14,14,0.0,32.97428571,32.97428571,0.0,3.864285714,3.864285714,50,250,39,96,483,104,96,483,104,143.3212694,716.6063468,69.98852052,54.59828359,272.991418,28.37302764,22,754,11,33.32058824,1132.9,19.89587713,792,26949,673,568.4955882,19328.85,1063.471417,11,394,10
0,0,0,1,1,0,5,5,0,11,11,0,11,11,0.0,56.27272727,56.27272727,0.0,23.04363636,23.04363636,86,3131,135,116,4194,209,112,4049,188,264.6447489,9527.21096,376.5946921,74.54103838,2683.477382,104.5371496,70,1905,105,85.02962963,2295.8,118.8299814,2527,68232,3557,3141.855556,84830.1,7427.286897,17,470,22
0,0,0,2,4,0,5,10,0,11,22,0,12,24,228.8197544,271.8,543.6,38.91915724,41.49,82.98,143,2298,65,417,6676,371,417,6676,371,248.2576651,3972.122642,48.8047644,112.7388492,1803.821587,42.82656417,19,135,5,19.28571429,135.0,5.648430039,545,3816,211,220.2071429,1541.45,146.5429321,17,122,4
0,0,1,3,16,0,5,25,9,20,102,10,20,104,189.9504474,211.2791549,1056.395774,23.48824043,38.95239769,194.7619884,80,3365,88,141,5949,218,141,5949,218,168.8446463,7091.475143,88.24490221,84.22468191,3537.43664,39.96694253,19,476,8,24.336,608.4,11.66357864,511,12785,417,673.4964,16837.41,1869.855615,14,364,10
0,1,2,3,128,5,7,306,18,26,1098,1803,650,26670,191.6371409,153.4853867,6292.900856,35.00782363,24.2542749,994.4252708,89,2326,73,163,4255,181,163,4255,181,180.9958466,4705.892011,114.2821824,55.48393896,1442.582413,37.01201579,43,26879,41,84.87968,53049.8,98.8856087,2488,1555441,2991,2658.858608,1661786.63,5897.503201,12,8092,12
0,0,25,18,1124,51,42,2567,151,113,6917,1533,1166,71167,217.008035,117.0050305,7137.30686,91.02931575,44.6026073,2720.759046,191,4977,164,323,8405,308,321,8371,308,183.6153846,4774.0,130.7382352,55.66011634,1447.163025,41.20125538,49,21952,65,96.85720721,43004.6,144.7357772,2852,1266309,4310,18100.67818,8036701.11,33898.44643,13,6057,18
0,0,4,5,374,5,7,572,41,40,3008,1607,880,65135,491.9476293,184.0183702,13617.35939,161.7257217,55.2115381,4085.65382,46,7338,50,64,10174,81,64,10062,81,299.9644799,47094.42334,299.2302849,52.54647123,8249.795983,49.31614327,45,11160,45,54.6391129,13550.5,55.64016006,1504,373019,1611,9814.643145,2434031.5,19904.60991,11,2841,11
0,1,1,2,6,0,5,15,0,11,34,15,20,60,32.26349858,57.83175439,173.4952632,3.716374034,7.158931419,21.47679426,32,1611,23,38,1891,32,38,1891,32,173.889341,8520.577708,135.3711771,43.53152225,2133.04459,40.80857303,19,4922,9,31.79404762,8012.1,22.05616166,925,233220,679,798.999127,201347.78,1729.850194,5,1384,2
0,0,0,1,3,4,9,29,1,12,36,1,12,36,22.20197364,46.19333333,138.58,17.30405809,30.28807692,90.86423077,173,2434,155,180,2527,162,180,2526,162,310.3134376,4344.388127,142.2485385,85.41229536,1195.772135,52.66011766,19,473,8,19.70833333,473.0,8.38466077,125,3012,42,155.86375,3740.73,87.76094986,19,470,8
0,1,3,7,1051,83,79,11814,212,181,26873,511,294,43659,187.6442737,170.4898063,25232.49133,66.92658509,54.73990426,8101.505831,81,2760,80,95,3260,103,95,3260,103,167.1250445,5682.251511,96.24623577,69.63523763,2367.598079,25.85020233,26,1116,17,29.72142857,1248.3,20.28806613,838,35236,534,752.1154762,31588.85,1419.772252,6,287,4
0,0,6,6,138,7,9,195,14,19,416,181,116,2452,389.9298942,165.2113462,3469.438271,27.81392592,18.24026534,383.0455722,45,3954,37,80,7018,87,80,7018,87,130.6940786,11370.38484,163.8484428,45.76313208,3981.392491,51.34533567,49,36453,59,101.685521,75145.6,153.4141733,2945,2176386,4630,2280.904465,1685588.4,4045.564346,13,10067,16
0,0,0,1,7,7,13,65,4,16,84,4,16,84,235.6739168,378.4551667,1892.275833,145.5232356,209.7159216,1048.579608,62,4567,55,77,5633,85,75,5547,85,195.8757964,14298.93313,297.5590657,55.84380843,4076.598016,77.44462256,20,839,9,21.57073171,884.4,10.07492541,478,19610,267,276.9273171,11354.02,330.4306956,10,449,6
0,1,0,2,2,0,5,5,0,22,22,0,22,22,0.0,26.89636364,26.89636364,0.0,8.283636364,8.283636364,34,340,24,40,408,34,40,408,34,122.6823054,1226.823054,54.08187019,60.34376994,603.4376994,33.5766092,27,707,16,34.16538462,888.3,23.79377973,955,24841,741,4285.673077,111427.5,5142.776706,8,219,5
0,0,0,1,3,0,5,15,0,11,35,3751,2511,7533,1.030570231,2.27,6.81,0.730981439,1.141973988,3.425921964,38,3817,30,59,5787,74,58,5769,74,420.0233631,41162.28958,516.3969813,120.238567,11783.37956,119.0221552,19,114,9,19.0,114.0,9.695359715,155,933,62,294.7733333,1768.64,199.2276376,15,93,11
0,0,9,11,390,13,18,632,38,44,1574,492,178,6261,101.049675,54.11429796,1894.000429,20.23239258,10.43558062,365.2453216,112,9138,97,184,14915,220,184,14915,220,113.4951023,9193.103283,92.32621407,64.34621161,5212.043141,53.23075023,56,72811,70,90.33356698,115988.3,127.0391462,2613,3355469,3827,5962.258559,7655539.99,13496.75049,13,17098,15
0,1,1,2,15,0,5,35,3,14,98,669,283,1982,42.41838381,61.09349145,427.6544401,17.19997768,14.81086694,103.6760686,11,23,0,12,24,1,12,24,1,15.0,30.0,0.0,13.005,26.01,0.06363961,17,2040,6,32.61764706,3881.5,20.54816024,939,111794,647,579.1176471,68915.0,1613.48449,5,616,1
0,1,0,2,27,0,5,50,3,13,137,282,184,1845,1455.50273,838.0322125,8380.322125,273.5540553,179.8920409,1798.920409,56,2484,46,137,6065,126,130,5736,129,272.6290193,11995.67685,200.1201778,46.57713785,2049.394065,28.07169361,15,233,4,15.66666667,235.0,4.715728495,174,2617,90,981.8446667,14727.67,2721.473338,13,199,4
0,0,8,7,241,15,15,487,35,34,1108,220,140,4492,139.7709714,93.47866246,2991.317199,27.77251108,20.20314889,646.5007645,118,8749,114,224,16631,256,220,16333,257,49.8410134,3688.234991,35.76352954,16.21896254,1200.203228,15.3436835,46,18798,59,78.50347395,31636.9,115.19395,2260,910937,3465,2642.348511,1064866.45,5436.462958,14,5845,16
0,0,0,1,2,0,5,10,0,12,24,3410,2770,5541,4.192217474,3.764345404,7.528690808,2.875963624,2.59195765,5.183915299,66,5231,56,118,9336,153,118,9336,153,709.1687941,56024.33473,529.2224479,122.4534088,9673.819296,58.36366829,30,2740,26,43.31777778,3898.6,41.77499811,1135,102220,1318,9965.419333,896887.74,72818.57171,12,1139,12
0,1,0,1,1,0,15,15,0,16,16,0,17,17,0.0,900.0,900.0,0.0,232.5511765,232.5511765,29,628,24,41,864,42,37,786,37,689.6371429,14482.38,887.1520146,90.9536667,1910.027001,163.2907119,22,88,10,22.5,90.0,11.47460965,248,993,170,204.2275,816.91,121.1346503,19,77,7
0,1,1,1,54,0,5,175,7,20,706,2897,1583,55420,125.3923304,43.07079811,1507.477934,26.36393934,14.08809421,493.0832972,57,4725,38,167,13772,189,167,13772,189,196.0434508,16075.56297,109.6615089,99.43721297,8153.851464,53.14882306,43,15372,44,54.8232493,19571.9,55.2743753,1568,559928,1646,10270.78821,3666671.39,46062.49953,9,3347,7
0,0,2,4,23,0,5,25,3,15,79,9,23,117,54.36627449,86.71719251,433.5859626,16.27670724,12.43585383,62.17926916,34,1639,25,59,2834,52,58,2823,52,94.65687603,4543.530049,75.11172546,38.33222755,1839.946922,32.33667405,30,9439,27,46.07961165,14238.6,44.16663993,1319,407647,1320,1594.794822,492791.6,4163.561064,8,2551,6
0,1,5,5,166,5,9,266,12,21,630,1059,355,10295,131.71672,75.1912507,2180.54627,18.68423839,12.33118408,357.6043383,59,1139,51,84,1606,83,84,1606,83,144.9282953,2753.637611,84.33968871,47.10356819,894.9677957,30.37952958,35,12420,32,50.25511364,17689.8,49.04687771,1455,512165,1481,1909.981364,672313.44,9748.457878,9,3344,8
0,1,3,5,635,18,19,2113,46,52,5639,2530,558,59754,339.2700743,198.0417974,21190.47233,147.2600623,58.00532832,6206.57013,48,1938,43,81,3269,63,81,3269,63,178.3,7132.0,82.89078387,55.3074661,2212.298644,29.71071721,21,833,11,25.32894737,962.5,12.68870338,671,25518,437,5237.842895,199038.03,7027.113065,8,308,4
0,1,0,2,4,6,9,19,1,13,26,2,13,27,185.6155301,183.75,367.5,116.7811598,109.0525833,218.1051667,31,375,28,46,560,49,40,481,47,213.5260659,2562.31279,143.4198388,54.47811174,653.7373409,32.89166562,17,35,6,17.5,35.0,6.363961031,362,725,420,41.405,82.81,22.94561505,17,35,6
0,1,0,6,6,0,5,5,0,18,18,0,60,60,0.0,66.66933333,66.66933333,0.0,21.9745,21.9745,14,89,3,14,89,3,14,89,3,121.5238095,729.1428571,64.39911691,52.24293651,313.457619,21.05203414,17,140,6,22.7625,182.1,9.965359645,676,5415,291,552.82875,4422.63,838.3428416,5,40,0
0,0,6,4,609,12,14,1767,42,41,5175,1129,284,35790,293.1454014,140.1551079,17659.54359,177.5064953,61.05816736,7693.329087,72,14138,80,133,26113,229,131,25545,226,150.0452454,29258.82285,120.4085388,63.13849015,12312.00558,50.67254419,77,107765,115,114.9887283,159144.4,192.5972372,3226,4465321,5649,6460.723938,8941641.93,16556.27546,24,33792,33
0,0,3,3,27,2,5,41,5,20,143,883,367,2573,146.9719027,124.2854419,869.998093,38.82615254,31.20265181,218.4185627,37,1643,36,61,2721,78,61,2721,78,162.5186039,7150.818574,115.5375157,57.46485956,2528.453821,45.74308298,34,12835,32,63.32673797,23684.2,76.9355176,1815,679170,2321,1212.632567,453524.58,2412.082565,10,3929,9
0,0,5,9,1718,29,28,5434,115,91,17376,2875,892,169659,317.7844539,131.9713061,25074.54816,121.3594039,40.15511589,7629.472019,132,11779,146,197,17546,293,188,16792,271,131.6062435,11712.95567,107.9785049,57.00564542,5073.502442,49.09679886,99,21647,139,119.9778802,26035.2,169.0823955,3241,703464,4959,24067.34613,5222614.11,51420.69395,27,6002,35
0,0,3,4,159,3,6,247,7,18,694,1134,239,9086,137.3046473,83.72304035,3181.475533,20.93261947,13.21513016,502.174946,45,3775,34,68,5653,74,68,5652,74,221.0121668,18344.00984,149.4175787,72.49594596,6017.163514,48.59091842,36,14900,94,66.63031785,27251.8,160.4470249,1951,798047,4731,1498.8378,613024.66,2956.005178,10,4150,23
0,0,0,2,2,0,5,5,0,11,11,0,11,11,0.0,190.9090909,190.9090909,0.0,37.73818182,37.73818182,202,4047,200,215,4304,217,209,4198,210,805.2181828,16104.36366,579.4905222,85.91804685,1718.360937,61.49425082,17,454,5,17.46153846,454.0,5.735718049,152,3967,126,397.4219231,10332.97,988.8164715,14,369,6
0,1,0,1,2,0,5,10,0,12,24,0,12,24,335.7908682,523.04,1046.08,17.08900313,35.74208333,71.48416667,56,338,58,87,525,103,87,525,103,135.8591894,815.1551363,130.3536901,46.89488797,281.3693278,32.91537516,32,2321,35,52.07746479,3697.5,54.72878897,1529,108577,1646,1660.685915,117908.7,3533.84609,13,928,14
0,0,5,4,298,7,8,572,15,22,1543,204,103,7130,109.1097655,89.53052098,6177.605948,17.45959196,15.27222232,1053.78334,87,9469,97,144,15565,223,143,15467,221,161.501618,17442.17475,64.57064069,94.42079572,10197.44594,41.2277989,39,25603,44,98.59547582,63199.7,127.5788824,2888,1851279,3857,3394.721201,2176016.29,7646.12408,15,9635,16
0,1,0,1,2,0,5,10,0,12,24,0,12,24,306.3186576,302.91,605.82,56.78008527,57.53875,115.0775,56,2081,42,92,3418,113,92,3418,113,192.7520055,7131.824204,87.18440851,70.64082612,2613.710567,31.31619728,18,623,7,22.47941176,764.3,11.36175881,648,22065,360,640.5997059,21780.39,1015.402419,5,179,1
0,0,2,3,95,1,5,141,7,17,459,175,60,1644,194.4864707,186.7165145,5041.345891,41.07130419,37.43461296,1010.73455,45,2463,36,67,3660,74,67,3659,74,60.90230252,3288.724336,53.70737295,26.75857796,1444.96321,31.77770667,31,8357,31,39.8866171,10729.5,44.49520819,1156,311129,1347,1250.890855,336489.64,2303.031389,7,2017,6
0,0,6,7,54,8,10,76,17,25,178,50,45,320,180.8157146,116.2646447,813.8525128,16.18826063,10.21711809,71.5198266,56,5151,69,83,7600,143,80,7360,141,152.8390754,13908.35586,134.0479524,64.77270537,5894.316188,53.22445959,36,22402,35,71.9666129,44619.3,85.59978767,2108,1307147,2586,2225.747935,1379963.72,4502.063339,10,6713,11
0,0,0,1,1,0,5,5,0,11,11,0,330,330,0.0,8.866333333,8.866333333,0.0,4.123181818,4.123181818,47,2634,45,70,3961,77,70,3959,77,793.7328001,44449.03681,1012.568139,159.6128633,8938.320346,98.6265269,28,1153,18,34.86829268,1429.6,29.67998011,864,35463,978,875.7204878,35904.54,1097.666105,15,616,8
0,0,0,1,11,11,27,270,11,27,272,11,28,283,50.80449618,71.256118,712.56118,36.87296449,53.87626327,538.7626327,68,8972,83,173,22702,363,77,10170,93,207.8449428,27227.6875,324.0618147,117.4294135,15383.25317,168.9407704,31,690,24,32.09090909,706.0,23.75652109,148,3262,172,199.9727273,4399.4,189.222081,28,635,22
0,1,0,1,4,6,19,78,15,54,218,15,54,218,177.0165724,3655.7693,14623.0772,106.0124001,1945.563649,7782.254597,79,8241,98,131,13646,187,129,13504,186,274.552206,28553.42942,352.9918441,87.61744478,9112.214257,114.7206011,33,2522,27,38.3,2872.5,31.76855066,1132,84905,945,3357.911733,251843.38,7729.314533,12,917,10
0,0,6,6,652,16,12,1301,39,40,4143,2286,736,75112,153.367705,92.17150637,9401.493649,37.38690785,22.29865883,2274.4632,27,595,11,30,680,15,30,680,15,72.70101195,1599.422263,47.28835095,9.089229101,199.9630402,4.792176258,61,72723,80,101.7032013,120721.7,146.7758892,2921,3468376,4412,2965.863168,3520479.58,5873.239315,16,19468,19
0,0,2,7,14,0,5,10,10,22,45,23,35,71,38.1143867,41.63252024,83.26504049,10.66716384,13.86756073,27.73512146,38,309,26,57,457,47,57,457,47,192.5,1540.0,184.4497609,69.25940242,554.0752193,50.16391653,35,2919,39,47.02682927,3856.2,54.84448057,1399,114753,1650,1236.410854,101385.69,1848.315256,7,642,6
0,1,0,1,3,18,23,69,15,25,76,15,25,76,624.6237092,914.3733333,2743.12,480.4748089,618.893557,1856.680671,30,892,28,45,1307,58,44,1283,58,443.8382394,12871.30894,703.5380609,48.29275777,1400.489975,34.20199993,22,295,9,25.0,325.0,14.20680588,634,8253,483,252.4061538,3281.28,185.3454627,9,129,7
0,0,1,2,44,0,5,75,4,16,244,21,29,435,214.5257603,171.6350078,2574.525117,53.27144816,37.12335009,556.8502513,18,127,3,39,274,19,39,274,19,115.0,805.0,18.70828693,32.64338062,228.5036643,6.143812376,23,7189,19,33.35714286,10040.5,30.01361453,959,288907,880,695.3498007,209300.29,1664.555249,6,1912,3
0,1,3,5,515,6,9,820,30,36,3330,2363,645,58762,148.3691236,111.4449328,10141.48888,58.08874932,36.13727086,3288.491648,86,18084,95,248,51838,600,147,30894,208,61.43064125,12839.00402,61.52340224,26.38253242,5513.949275,35.75806161,42,34485,43,74.05847666,60283.6,87.13420956,2090,1701485,2636,2595.747752,2112938.67,5396.797085,15,12353,16
0,0,0,1,6,3,7,45,1,12,75,1,12,76,21.70520928,68.08936508,408.5361905,17.99030522,37.85579365,227.1347619,32,2660,21,70,5682,109,43,3518,31,210.5942518,17058.13439,541.1193461,68.71603225,5565.998612,153.291992,24,1533,16,24.98412698,1574.0,17.12399002,325,20528,232,390.9722222,24631.25,608.7530381,16,1009,13
0,1,3,6,91,1,5,82,6,16,242,743,255,3832,35.25494855,44.47129225,667.0693838,7.74035505,7.346526979,110.1979047,40,2872,29,61,4344,73,61,4341,73,148.6037853,10550.86875,129.5923326,55.16848163,3916.962196,56.15186132,34,17409,27,55.8367387,28420.9,59.49278132,1598,813392,1820,1060.795756,539945.04,2198.34209,10,5153,8
0,1,2,6,94,2,6,101,6,18,270,26,38,583,29.13606119,43.78459184,656.7688777,5.349605121,5.799948276,86.99922414,52,3518,50,83,5582,135,83,5582,135,106.8589104,7159.546999,83.79236007,60.01340087,4020.897858,49.68031959,32,12319,31,51.16927083,19649.0,58.23578071,1432,549964,1777,1531.769349,588199.43,3076.23951,11,4562,12
0,1,0,2,10,0,5,25,2,15,79,2,16,82,57.70948185,95.5017042,477.508521,31.9904847,47.93119776,239.6559888,26,213,10,29,237,12,29,237,12,87.00377046,696.0301636,66.52507057,58.07900953,464.6320762,49.29731317,50,2998,43,51.03389831,3011.0,43.84729225,679,40070,479,565.6794915,33375.09,762.4830398,47,2803,44
0,0,1,7,14,0,5,10,2,15,30,16,26,53,29.13959753,35.99414035,71.9882807,8.027832908,11.10320175,22.20640351,23,258,11,66,735,54,66,735,54,130.8116298,1438.927928,15.21625646,52.03234469,572.3557916,8.789714597,23,4810,15,37.65671642,7569.0,31.59331206,1093,219802,970,426.8122886,85789.27,831.8928778,6,1403,4
0,1,0,1,2,0,5,10,0,15,31,2366,1861,3723,30.58717701,22.12159972,44.24319943,5.771320503,4.423794178,8.847588357,23,2640,15,158,18097,542,68,7811,70,135.0766185,15398.73451,181.9365758,30.06030523,3426.874796,35.85266235,18,769,7,26.59756098,1090.5,18.13739904,699,28694,601,17468.62561,716213.65,48992.82196,5,227,1
0,1,4,4,8,0,5,10,3,14,29,23,28,57,8.619160258,60.62466667,121.2493333,2.61417377,4.6735,9.347,52,1666,59,62,2013,85,62,2012,85,183.0116524,5856.372877,148.1060595,58.71260465,1878.803349,48.85276226,26,3670,20,44.18865248,6230.6,47.01492938,1247,175964,1443,1018.229929,143570.42,2551.128735,9,1380,8
0,0,1,4,129,0,5,160,12,25,830,1965,1683,53881,26.32167643,14.69067994,470.1017581,8.907540917,7.614534555,243.6651058,92,9617,83,240,24964,265,239,24934,265,301.9137863,31399.03378,181.7891095,100.9857598,10502.51901,56.38704774,48,14199,58,83.1109589,24268.4,99.54702846,2454,716813,2987,25248.51979,7372567.78,95572.81816,14,4328,16
0,0,2,3,72,3,7,159,23,31,698,251,90,1993,292.9035948,286.0327757,6292.721065,50.93215557,45.16077299,993.5370058,59,7224,81,72,8758,109,71,8687,109,68.03966942,8232.8,91.54576495,19.98738997,2418.474186,24.64339315,53,36092,65,75.85931446,50901.6,101.3904483,2074,1391673,3055,1957.102146,1313215.54,4288.483996,18,12190,23
0,0,0,1,1,0,5,5,0,12,12,0,24,24,0.0,32.42916667,32.42916667,0.0,24.30291667,24.30291667,51,1738,44,80,2748,79,80,2742,80,412.7487166,14033.45636,202.2154573,77.69159311,2641.514166,41.23047229,23,1714,14,43.40405405,3211.9,33.58953049,1280,94720,996,15763.11108,1166470.22,32715.82197,7,532,5
0,0,1,2,115,4,6,283,39,28,1275,45,40,1836,160.3382393,174.6084235,7857.379058,39.27763984,36.62861157,1648.287521,57,1739,55,101,3051,126,101,3047,126,186.317175,5589.515249,119.5399504,69.06811073,2072.043322,48.54841269,19,2841,8,36.22297297,5361.0,24.25681781,1048,155168,752,1520.987095,225106.09,3236.193186,5,887,2
0,0,2,2,17,0,5,30,17,27,166,28,40,240,166.2989716,108.4782149,650.8692894,49.69908438,28.37832298,170.2699379,33,270,14,92,736,49,92,736,49,640.7806513,5126.245211,160.4374617,71.5547412,572.4379296,25.7629982,35,13438,41,44.20106667,16575.4,48.03407101,1256,471362,1453,763.4022933,286275.86,1474.350093,9,3575,9
0,1,0,1,1,0,11,11,0,11,11,0,11,11,0.0,138.0909091,138.0909091,0.0,49.53,49.53,38,773,36,42,848,35,42,848,35,72.169958,1443.39916,25.27924822,44.71461041,894.2922082,22.46131221,21,85,14,26.6,106.4,19.59795908,776,3107,551,5014.7575,20059.03,6212.167781,6,27,3
0,0,1,2,89,0,5,180,10,21,763,1010,281,10116,139.76846,110.5828476,3980.982512,30.4332854,27.09695194,975.4902697,25,826,10,82,2706,87,82,2706,87,483.8715874,15967.76239,276.2833395,96.22819539,3175.530448,44.56272876,13,153,2,17.95454545,197.5,7.233445049,506,5566,241,535.0218182,5885.24,380.4272759,6,75,3
0,0,0,1,4,14,38,154,14,38,154,106,153,612,35.12214138,59.58333333,238.3333333,18.74648222,38.00084455,152.0033782,73,7941,79,179,19334,244,176,19079,245,91.1217362,9841.14751,55.20296808,51.59923593,5572.71748,35.40130128,28,1041,22,29.525,1062.9,24.30250281,681,24527,703,742.7508333,26739.03,1520.858175,12,461,10
0,0,0,4,25,2,6,37,14,22,136,39,38,228,87.68221221,108.9901339,653.9408033,17.06455989,19.2421661,115.4529966,74,1640,69,87,1928,83,83,1842,85,224.8040293,4945.688645,127.6358552,60.91548305,1340.140627,36.76491475,37,1927,27,49.95,2597.4,42.94305166,1356,70548,1371,1111.196154,57782.2,1272.725843,15,826,9
0,0,8,8,468,17,22,1253,43,53,2985,766,508,28502,168.8976084,99.62906768,5579.22779,87.22460906,45.88722335,2569.684508,82,12860,103,107,16840,153,106,16608,154,193.7743261,30228.79487,156.6255691,49.60547247,7738.453705,40.52958609,43,11994,68,60.83043478,16789.2,100.3581779,1801,497272,3008,7121.812862,1965620.35,10685.68906,10,2891,14
